age,balance,day,duration,campaign,pdays,previous,rank
51,-3,25,91,9,-1,0,B
30,-258,18,18,2,-1,0,B
39,861,20,32,5,-1,0,B
32,143,18,90,1,-1,0,B
50,1389,19,162,3,-1,0,B
28,1294,8,401,2,-1,0,B
59,3640,17,226,2,-1,0,B
35,2471,25,136,5,-1,0,B
49,-736,31,305,6,-1,0,B
35,883,20,18,5,-1,0,B
44,339,6,244,3,-1,0,B
31,91,18,111,2,-1,0,B
51,8180,20,86,1,-1,0,B
32,8,26,175,2,-1,0,B
46,-267,23,249,3,-1,0,B
29,91,28,426,4,-1,0,B
58,3382,28,294,2,309,2,B
30,-166,13,255,5,-1,0,B
48,268,16,128,1,-1,0,B
35,719,18,1359,3,368,3,A
55,377,8,403,1,183,1,B
27,0,25,190,2,-1,0,B
27,111,7,495,2,-1,0,A
31,42,14,185,3,-1,0,B
38,1685,5,185,1,-1,0,B
34,210,12,211,2,173,1,B
30,151,23,108,4,-1,0,B
29,65,14,9,6,-1,0,B
39,11,29,199,2,-1,0,B
28,111,28,230,2,-1,0,B
35,52,30,574,1,-1,0,B
28,0,15,133,3,-1,0,B
26,4,28,201,2,-1,0,B
30,-3,24,57,4,-1,0,B
20,825,28,27,1,-1,0,B
33,0,7,107,1,-1,0,B
45,4831,29,479,11,-1,0,A
33,165,5,126,3,258,15,B
55,1713,27,88,5,-1,0,B
33,3170,28,246,2,-1,0,B
54,6427,19,53,1,-1,0,B
48,252,7,261,5,-1,0,B
32,2044,19,477,1,-1,0,B
40,322,7,201,1,-1,0,B
37,675,26,49,13,-1,0,B
56,855,5,140,2,-1,0,B
35,1529,20,20,5,-1,0,B
42,11,7,111,3,-1,0,B
37,525,23,425,1,-1,0,B
59,3382,13,806,1,-1,0,B
56,966,11,505,2,-1,0,B
33,2,16,165,1,-1,0,B
41,121,5,456,1,287,1,B
53,-372,26,104,1,-1,0,B
33,255,21,75,2,-1,0,B
31,120,8,239,2,-1,0,B
45,88,25,87,4,-1,0,B
37,1404,2,97,1,-1,0,B
23,-207,3,277,1,-1,0,B
60,1880,15,196,4,-1,0,B
36,393,21,126,1,-1,0,B
44,4,6,312,3,-1,0,B
30,3330,7,109,6,-1,0,B
28,236,4,193,1,87,3,A
32,191,8,141,4,-1,0,B
28,477,10,93,1,-1,0,B
33,95,10,155,1,102,1,B
39,193,15,73,1,-1,0,B
37,3420,12,92,1,-1,0,B
32,56,8,126,1,359,5,B
32,52,5,188,1,-1,0,B
38,0,4,18,1,-1,0,B
57,792,5,65,2,-1,0,B
28,3817,4,528,3,-1,0,B
37,393,13,95,1,357,1,B
30,1395,15,199,2,354,1,B
44,1195,19,187,6,188,9,B
50,676,11,159,1,-1,0,B
51,0,28,534,4,-1,0,B
54,5784,21,75,5,-1,0,B
58,136,8,199,1,-1,0,B
54,0,16,101,6,-1,0,B
26,531,6,184,1,-1,0,B
31,0,21,544,2,-1,0,B
32,671,17,237,2,345,3,B
36,723,31,101,2,-1,0,B
57,606,4,227,2,-1,0,B
52,796,22,150,2,-1,0,B
47,218,12,58,7,-1,0,C
45,1735,17,306,1,-1,0,B
58,18,31,70,1,-1,0,B
52,193,30,381,1,269,1,A
26,1134,21,464,4,-1,0,A
43,1317,4,112,1,-1,0,B
38,1711,30,234,1,-1,0,A
44,653,17,475,1,-1,0,B
49,18,30,9,1,-1,0,B
37,1731,29,148,4,-1,0,B
48,134,29,200,7,-1,0,B
39,2118,17,266,2,-1,0,B
35,4378,9,376,3,-1,0,B
35,1397,28,114,4,-1,0,B
74,6027,14,233,2,-1,0,B
70,6850,5,252,3,183,1,B
40,4082,4,113,1,-1,0,B
37,0,30,127,5,-1,0,B
49,557,29,145,1,223,5,B
40,1010,14,283,1,-1,0,B
29,487,9,176,2,-1,0,B
32,21,6,144,15,-1,0,B
56,0,18,100,1,154,2,B
48,67,14,251,2,-1,0,B
33,328,30,216,9,-1,0,B
33,0,21,102,2,-1,0,B
31,253,13,262,1,-1,0,B
40,1749,14,767,12,-1,0,B
32,744,14,506,2,352,1,B
60,1369,28,100,2,-1,0,B
57,1044,11,585,1,192,2,A
70,44,18,1104,2,88,2,A
41,3291,15,125,4,-1,0,B
32,268,18,189,1,-1,0,B
58,4656,31,119,6,-1,0,B
31,279,13,198,1,-1,0,B
43,2105,31,36,2,-1,0,B
46,594,4,197,2,-1,0,B
26,152,29,90,1,-1,0,B
36,0,9,39,1,-1,0,B
49,503,27,118,5,21,5,B
33,321,22,227,2,-1,0,B
60,95,27,244,1,-1,0,B
31,78,14,97,2,-1,0,B
42,83,20,140,4,-1,0,B
32,2085,20,146,1,185,3,B
31,-581,2,562,3,-1,0,B
45,625,20,13,3,-1,0,B
32,286,6,175,1,-1,0,B
29,805,1,302,2,128,8,B
38,1209,31,98,5,-1,0,B
29,3007,20,19,5,-1,0,B
54,522,14,81,3,-1,0,B
40,701,18,159,1,-1,0,B
28,126,3,229,1,-1,0,B
36,495,14,187,1,94,9,A
34,156,29,393,3,-1,0,B
52,726,24,699,1,378,9,A
31,1282,12,144,1,460,2,B
34,612,30,192,1,-1,0,B
30,-135,18,57,1,-1,0,B
25,1189,3,110,1,183,1,B
40,3944,12,64,6,-1,0,B
29,613,19,779,1,-1,0,B
40,746,2,241,1,262,3,B
43,-127,27,102,3,-1,0,B
51,2785,9,23,10,-1,0,B
28,579,21,60,2,-1,0,B
44,1311,13,184,1,364,1,B
34,359,9,154,3,-1,0,B
26,96,11,349,1,70,3,A
53,655,26,103,2,-1,0,B
27,3672,15,157,2,351,5,B
40,4,7,263,1,-1,0,B
42,205,17,582,1,-1,0,B
29,37,11,138,3,353,1,B
57,52,8,40,3,359,8,B
47,122,5,240,3,-1,0,B
31,8,29,71,5,-1,0,B
49,5038,27,108,1,-1,0,B
28,-232,30,557,2,-1,0,B
40,2998,18,623,3,-1,0,A
33,-708,29,93,2,-1,0,B
52,7192,4,1486,1,-1,0,A
58,0,2,478,2,-1,0,A
44,168,19,167,2,-1,0,B
53,-435,16,131,2,-1,0,B
28,134,8,262,1,-1,0,B
41,3831,7,243,7,-1,0,B
46,1927,6,241,3,-1,0,B
44,58,17,48,1,126,3,B
59,1866,3,288,2,215,1,B
25,402,7,264,1,-1,0,B
42,0,9,431,1,-1,0,B
53,261,14,154,2,336,2,B
33,4713,5,110,2,-1,0,B
41,3140,13,87,9,-1,0,B
30,1801,8,807,2,-1,0,B
41,201,4,69,1,1,1,B
33,-241,4,117,1,253,1,B
30,616,6,19,1,-1,0,B
57,1269,31,1120,1,-1,0,A
27,390,9,120,2,104,2,A
33,175,15,392,2,-1,0,B
30,3809,3,159,4,-1,0,B
57,427,29,246,1,-1,0,B
48,11,21,102,9,-1,0,B
34,9,11,439,2,-1,0,B
50,81,8,746,2,-1,0,B
32,252,4,216,2,-1,0,B
57,2225,18,8,4,-1,0,B
49,725,13,29,6,348,4,B
68,7945,27,252,1,181,1,B
28,6817,4,154,4,-1,0,B
58,5278,4,763,4,-1,0,B
47,0,26,185,4,-1,0,B
48,269,19,149,1,-1,0,B
41,2913,20,1058,1,-1,0,B
43,2616,14,301,5,-1,0,B
56,31,12,215,2,-1,0,B
32,388,22,119,2,-1,0,B
41,195,20,125,1,167,2,B
34,-211,29,135,2,184,5,B
26,1006,14,667,1,-1,0,A
54,-24,28,98,2,-1,0,B
34,1352,20,126,1,334,3,B
51,502,6,93,2,-1,0,B
54,417,16,375,2,-1,0,B
24,-94,15,217,1,-1,0,B
39,11766,4,15,4,166,1,B
43,423,14,3322,2,-1,0,B
35,579,23,250,3,-1,0,B
47,-80,6,150,3,270,2,B
51,45,19,95,4,-1,0,B
30,1664,20,2016,1,-1,0,A
50,-70,21,357,1,-1,0,B
41,783,30,130,2,-1,0,B
34,156,12,63,1,-1,0,B
26,690,5,76,3,-1,0,B
47,683,15,106,12,-1,0,B
39,763,19,360,1,153,2,B
32,473,18,320,1,-1,0,B
43,27,7,412,4,-1,0,B
60,11904,6,116,3,-1,0,B
57,3625,14,747,3,-1,0,B
29,0,26,469,2,-1,0,B
45,844,5,1018,3,-1,0,A
47,1452,28,181,1,177,2,B
34,2671,19,119,9,-1,0,B
38,1134,7,249,4,332,3,B
29,291,2,205,3,-1,0,B
40,12409,19,140,1,99,2,B
29,607,8,240,3,-1,0,B
38,35,28,130,2,-1,0,B
43,938,9,71,2,-1,0,B
29,197,30,103,2,-1,0,B
29,630,30,219,5,-1,0,B
30,2785,17,548,1,-1,0,B
37,1458,30,281,1,-1,0,A
55,6690,30,534,1,-1,0,B
47,-301,5,277,1,-1,0,B
32,1167,16,668,3,147,1,B
54,234,15,140,3,-1,0,B
33,13494,20,27,25,-1,0,B
42,-336,13,318,3,303,2,B
56,1121,15,176,2,-1,0,B
46,22,21,153,1,197,3,B
37,78,7,295,2,-1,0,B
36,549,17,151,4,150,2,B
41,40,5,149,2,-1,0,B
59,26,18,92,3,-1,0,B
63,3115,16,432,5,-1,0,A
26,814,28,1387,1,-1,0,A
61,5196,16,244,2,95,4,B
46,-522,27,243,3,239,13,A
54,0,30,250,5,-1,0,B
29,-15,28,140,1,-1,0,B
56,307,8,175,1,-1,0,B
29,51,17,1319,5,-1,0,A
49,579,12,201,4,-1,0,B
28,0,25,201,1,-1,0,B
38,722,18,65,1,-1,0,B
30,453,21,445,2,-1,0,B
33,-224,14,152,2,259,8,B
33,23,20,216,3,-1,0,B
35,1201,18,537,1,-1,0,A
55,4847,21,18,4,106,2,B
33,767,9,296,3,-1,0,B
47,24,7,95,2,-1,0,B
43,2367,22,173,2,181,4,A
58,1274,18,35,7,-1,0,B
46,0,12,107,1,104,3,B
26,3382,24,844,5,-1,0,B
27,-291,20,66,2,-1,0,B
31,0,13,164,2,-1,0,B
35,1041,18,586,1,120,3,B
35,304,19,274,2,-1,0,B
39,451,20,383,1,-1,0,B
52,-2712,2,253,1,-1,0,B
38,178,6,170,3,-1,0,B
35,545,16,1579,1,234,4,C
24,1,14,396,5,-1,0,A
33,522,7,559,4,-1,0,B
34,2032,28,103,12,-1,0,B
47,3823,17,647,2,-1,0,B
27,0,31,13,3,-1,0,B
32,560,6,1044,4,-1,0,A
33,1808,28,250,3,-1,0,A
50,1765,12,247,2,-1,0,B
56,2037,5,318,1,91,6,A
30,849,28,261,6,-1,0,B
57,2986,1,1563,1,166,3,B
35,449,28,395,4,-1,0,B
46,-169,29,336,3,-1,0,B
53,28,27,293,9,-1,0,B
57,1354,31,131,9,-1,0,B
43,2047,13,163,2,-1,0,B
34,6718,13,278,4,97,1,B
54,1544,5,85,7,196,3,B
51,333,17,234,1,-1,0,B
38,45,22,125,4,-1,0,B
65,1840,1,191,2,92,7,B
46,558,19,126,6,-1,0,B
32,623,24,273,1,203,1,B
34,899,19,377,3,7,4,B
53,769,4,59,1,-1,0,B
57,3277,5,127,4,-1,0,B
36,-267,14,99,7,352,1,B
34,380,25,102,2,-1,0,B
35,344,5,25,1,-1,0,B
58,4354,22,98,7,-1,0,B
35,0,23,100,4,-1,0,B
39,1035,20,436,1,-1,0,B
44,2979,18,18,5,178,3,B
59,712,11,109,1,-1,0,B
42,190,11,704,2,-1,0,A
50,5816,18,119,2,-1,0,B
35,458,8,2129,1,322,3,B
53,-200,6,161,1,-1,0,B
48,443,8,235,2,-1,0,B
38,0,30,437,1,-1,0,B
32,53,22,671,2,-1,0,A
35,249,6,127,2,-1,0,B
27,3,28,131,1,-1,0,B
35,-482,27,472,1,-1,0,B
44,140,8,324,2,268,2,B
36,287,15,119,5,-1,0,B
37,444,7,401,2,-1,0,B
42,490,8,212,1,97,5,B
32,-121,13,272,1,-1,0,B
55,3957,4,79,2,-1,0,B
43,5926,6,685,2,-1,0,B
32,642,28,71,2,-1,0,B
40,767,6,168,1,-1,0,B
43,778,14,619,2,-1,0,B
34,351,18,467,1,-1,0,B
33,137,21,70,2,-1,0,B
31,97,19,607,1,-1,0,A
37,860,17,818,2,332,15,B
35,-218,31,123,4,-1,0,B
47,349,2,112,1,273,1,B
58,853,5,1149,2,-1,0,A
45,2388,11,317,2,-1,0,B
48,568,2,378,2,386,1,A
38,10,1,117,1,-1,0,B
56,1654,24,335,2,-1,0,B
37,449,29,59,4,-1,0,B
34,865,21,51,7,-1,0,B
57,207,16,284,1,317,4,B
33,189,21,27,10,-1,0,B
29,8,2,107,1,-1,0,B
36,336,11,178,7,-1,0,B
46,185,25,226,10,-1,0,B
50,0,27,689,2,-1,0,B
26,586,12,215,1,-1,0,B
36,-9,9,137,3,-1,0,B
55,0,6,160,3,-1,0,B
45,0,5,196,2,-1,0,B
42,2611,25,300,1,389,3,A
42,1820,28,202,2,-1,0,B
39,98,31,119,1,-1,0,B
54,0,18,144,2,-1,0,B
41,389,16,87,6,-1,0,B
50,111,11,277,3,-1,0,B
42,1076,14,213,1,-1,0,B
23,5145,30,229,3,-1,0,B
37,115,28,91,3,-1,0,B
54,4353,29,197,2,-1,0,B
55,356,27,554,6,-1,0,B
19,1803,23,124,1,105,1,B
31,1787,20,201,4,-1,0,B
44,248,6,18,1,-1,0,B
60,10861,9,98,1,91,2,A
36,2660,6,252,2,-1,0,B
58,4152,13,76,7,13,6,B
27,923,5,139,1,-1,0,B
60,172,11,247,4,-1,0,B
49,5,19,202,1,-1,0,B
41,780,15,432,3,-1,0,B
48,348,19,159,4,-1,0,B
33,0,21,47,2,-1,0,B
33,17,21,288,1,-1,0,B
27,1518,21,700,3,-1,0,B
39,0,19,92,4,-1,0,B
29,265,24,130,2,94,1,A
35,690,16,108,1,-1,0,B
20,1819,9,245,3,-1,0,A
26,160,18,252,4,-1,0,B
44,13,6,116,11,-1,0,B
49,5996,21,345,2,-1,0,B
38,202,5,1311,2,-1,0,A
45,0,16,283,1,165,3,B
46,2269,12,73,2,-1,0,B
60,0,14,363,3,-1,0,B
42,587,19,16,9,-1,0,B
29,224,24,65,2,81,3,A
32,530,3,170,1,-1,0,B
54,368,31,7,4,-1,0,B
43,3327,28,146,19,-1,0,B
25,1163,7,262,3,-1,0,B
60,1382,30,112,10,-1,0,B
38,840,9,176,6,-1,0,B
57,688,21,67,2,-1,0,B
30,167,10,255,1,-1,0,A
50,21,18,157,1,188,1,B
48,517,14,273,1,-1,0,B
43,481,20,196,2,-1,0,B
25,1036,25,337,2,-1,0,B
55,166,20,324,7,153,4,B
42,3501,28,23,22,-1,0,B
48,490,19,622,2,-1,0,B
62,3685,3,181,3,-1,0,B
25,483,30,68,1,86,1,B
37,65,21,20,10,113,4,B
40,572,20,67,1,91,2,B
34,1866,4,95,1,-1,0,B
37,26,17,151,7,62,4,B
56,705,11,86,2,-1,0,B
45,147,14,109,3,-1,0,B
59,138,16,162,2,187,5,B
44,1850,6,274,1,-1,0,B
33,798,12,337,1,-1,0,B
44,2,19,429,1,-1,0,B
51,684,20,68,1,-1,0,B
49,0,23,97,6,-1,0,B
29,1074,2,153,1,-1,0,B
38,76,30,220,3,-1,0,B
41,5560,12,280,2,335,3,B
44,-407,9,119,2,-1,0,B
40,47,5,159,1,365,1,B
38,1674,18,333,1,-1,0,B
41,-274,27,182,3,-1,0,B
57,-1480,2,319,5,-1,0,B
40,1539,14,204,3,-1,0,B
31,20,28,304,1,71,1,B
37,1352,1,93,1,347,1,B
34,17,18,375,3,-1,0,B
49,278,15,112,6,-1,0,B
35,712,27,266,4,-1,0,B
41,262,19,89,1,-1,0,B
35,534,15,669,1,312,3,A
33,1956,8,76,1,-1,0,B
44,-298,6,296,1,-1,0,B
28,482,25,119,1,-1,0,A
31,-306,3,137,2,-1,0,B
61,3371,28,299,2,-1,0,A
34,2551,22,1408,2,-1,0,B
35,-196,22,216,2,-1,0,B
53,-477,17,235,2,-1,0,B
57,894,18,79,1,-1,0,B
38,625,11,210,1,-1,0,B
56,594,25,151,1,-1,0,B
37,1040,21,567,1,184,1,B
30,147,9,234,1,100,1,A
37,649,7,64,2,-1,0,B
30,0,13,172,1,-1,0,B
39,1388,15,150,5,-1,0,B
24,-256,26,110,2,-1,0,B
53,6388,23,203,2,-1,0,B
58,471,21,61,1,-1,0,B
44,0,16,159,1,-1,0,B
32,-166,6,129,3,-1,0,B
44,529,4,129,4,-1,0,B
42,686,15,1326,6,175,3,B
39,9618,13,94,2,338,1,B
55,273,29,84,3,183,3,B
59,9976,29,57,2,-1,0,B
38,6994,8,169,1,139,2,B
34,127,27,63,6,-1,0,B
52,171,31,223,1,-1,0,B
26,2532,18,269,1,-1,0,A
54,386,2,155,2,-1,0,B
31,124,3,343,1,264,4,B
46,120,17,171,4,-1,0,B
53,468,8,89,5,-1,0,B
53,6,22,80,2,-1,0,B
60,352,17,81,2,-1,0,B
58,2073,2,393,3,-1,0,B
55,82,8,292,2,-1,0,B
61,89,28,154,1,181,2,B
52,142,25,112,6,-1,0,C
56,0,7,110,4,-1,0,B
53,392,28,70,1,245,1,B
30,419,12,300,3,-1,0,B
39,70,31,13,11,-1,0,B
43,3820,19,86,5,-1,0,B
47,416,11,87,2,-1,0,B
52,-181,7,94,2,-1,0,B
25,377,15,1412,4,-1,0,B
48,16,18,214,1,-1,0,B
53,6525,2,73,3,-1,0,B
34,60,26,23,10,-1,0,B
33,4958,20,434,1,-1,0,B
34,390,15,372,2,371,2,B
49,5613,20,258,3,-1,0,B
49,0,4,279,3,-1,0,B
28,6551,26,362,1,77,1,B
44,862,3,582,2,-1,0,B
49,1145,6,36,4,-1,0,B
49,5673,4,357,3,-1,0,B
46,3145,5,28,1,-1,0,B
29,242,18,73,4,-1,0,B
27,585,3,269,3,-1,0,B
47,830,25,795,1,-1,0,B
32,1247,23,154,3,-1,0,B
35,3,28,330,5,-1,0,B
59,191,5,252,1,-1,0,B
35,70,8,197,1,350,4,B
29,-95,18,164,1,370,1,B
48,2288,24,114,4,-1,0,B
50,1318,24,146,3,-1,0,B
26,5231,17,222,2,-1,0,B
33,-258,28,193,2,-1,0,B
49,8982,13,470,2,334,1,B
27,818,3,188,5,-1,0,B
24,486,26,281,2,270,2,B
48,197,28,256,8,-1,0,B
80,462,7,127,2,-1,0,B
26,1720,3,383,1,-1,0,B
51,462,29,164,2,-1,0,B
58,2596,18,15,2,-1,0,B
37,292,8,9,1,-1,0,B
55,0,23,180,2,238,3,B
28,3,14,138,2,-1,0,B
34,0,5,71,1,-1,0,B
39,592,2,222,2,-1,0,B
30,5956,8,255,1,-1,0,B
31,91,23,206,1,-1,0,B
36,614,23,13,5,-1,0,B
29,0,9,426,3,-1,0,A
35,3889,19,265,2,-1,0,B
53,2248,30,122,1,-1,0,B
41,113,25,92,15,-1,0,B
34,2069,20,328,2,-1,0,B
48,108,27,89,2,-1,0,B
32,644,21,198,1,-1,0,B
33,213,21,152,2,-1,0,B
59,-247,26,131,1,-1,0,B
44,0,14,388,2,-1,0,B
46,3354,19,522,1,174,1,A
36,587,3,248,2,-1,0,B
34,0,5,293,6,-1,0,B
54,29887,16,865,1,-1,0,B
30,138,20,187,1,-1,0,B
38,1344,19,147,2,-1,0,B
33,294,8,763,1,-1,0,A
30,171,25,301,4,-1,0,B
43,-150,21,62,2,136,3,B
33,574,20,334,2,-1,0,B
45,1006,20,124,1,-1,0,B
36,12132,21,146,1,-1,0,B
67,6320,19,578,2,-1,0,B
33,0,25,72,2,-1,0,B
47,278,7,51,1,366,1,B
26,24,7,180,1,-1,0,B
34,443,30,10,1,2,1,B
49,905,12,90,1,68,1,B
27,3060,30,533,1,-1,0,B
36,449,20,136,3,-1,0,B
33,0,15,270,1,-1,0,B
51,723,29,51,1,-1,0,B
64,445,26,338,3,186,1,B
57,294,5,746,2,-1,0,B
55,4230,17,163,3,-1,0,B
29,940,15,757,1,330,1,B
33,920,13,111,1,105,1,B
39,0,4,60,1,-1,0,B
45,231,18,151,3,-1,0,B
41,768,7,229,3,-1,0,B
53,0,12,171,1,64,6,B
50,1541,29,744,1,-1,0,B
51,990,21,189,5,-1,0,B
33,488,5,332,2,-1,0,B
42,2821,11,203,2,-1,0,B
43,8016,15,422,3,-1,0,B
43,7816,15,16,3,-1,0,B
54,-125,8,107,2,-1,0,B
30,4888,20,274,2,-1,0,B
44,1679,20,718,1,-1,0,A
55,101,9,111,1,-1,0,B
45,2523,13,110,4,-1,0,B
30,796,18,315,4,-1,0,B
49,267,16,198,5,-1,0,B
55,3982,30,89,1,-1,0,B
46,238,18,85,2,-1,0,B
30,8,19,473,1,-1,0,B
51,160,7,136,1,359,1,B
43,487,7,548,2,-1,0,B
58,264,8,523,3,-1,0,B
57,429,17,245,1,-1,0,B
82,243,26,275,1,180,2,A
49,197,13,404,1,68,1,B
54,3222,14,67,2,-1,0,B
41,124,16,393,2,-1,0,B
56,279,11,288,2,-1,0,B
57,75,8,157,8,-1,0,B
48,10724,20,238,3,-1,0,B
38,3732,21,379,2,-1,0,B
30,137,4,407,1,-1,0,B
32,562,28,116,6,-1,0,B
31,999,13,187,5,-1,0,B
33,2441,16,257,2,148,1,B
57,1681,25,159,1,-1,0,B
34,1477,20,233,3,-1,0,B
48,5089,18,30,7,-1,0,B
30,983,27,189,2,-1,0,A
44,1087,19,100,2,-1,0,B
44,4330,18,16,9,-1,0,B
34,-44,17,759,2,-1,0,B
48,-70,14,243,1,-1,0,B
43,-441,14,216,3,-1,0,B
49,-33,6,774,13,-1,0,B
32,-59,4,192,1,-1,0,B
59,137,7,66,3,-1,0,B
51,2499,12,98,5,-1,0,B
28,20,8,252,2,-1,0,B
56,1016,9,184,5,-1,0,B
42,380,9,124,2,-1,0,B
34,76,8,335,9,-1,0,B
35,2308,9,540,1,-1,0,B
23,150,6,66,5,-1,0,B
47,3696,12,758,4,-1,0,A
34,221,19,343,1,-1,0,B
52,26,8,191,2,368,1,B
38,1223,12,1092,5,-1,0,A
33,-15,7,326,2,-1,0,B
42,75,4,120,1,-1,0,B
41,-98,23,244,1,-1,0,B
31,3192,7,179,1,186,2,B
46,3269,15,366,1,-1,0,B
36,4011,19,10,16,-1,0,B
33,120,9,250,1,-1,0,B
34,145,22,152,2,-1,0,B
33,10,6,71,2,274,1,B
28,154,15,536,1,364,1,A
41,51,25,140,8,-1,0,B
60,315,1,840,1,183,3,A
53,0,11,608,2,-1,0,A
57,70,16,122,1,-1,0,B
22,691,30,260,5,103,1,A
52,306,26,63,3,-1,0,B
35,8883,21,33,3,-1,0,B
28,1154,29,71,3,-1,0,B
60,0,3,676,2,181,5,A
53,6181,14,817,2,209,3,A
26,128,4,264,2,-1,0,B
54,714,5,225,1,-1,0,B
33,327,21,81,1,-1,0,B
33,0,26,99,2,-1,0,B
31,358,30,68,3,256,51,B
54,83,6,190,3,-1,0,B
41,705,13,205,1,-1,0,B
42,30,8,366,2,-1,0,B
50,-157,27,353,3,-1,0,B
44,5078,20,17,5,-1,0,B
58,8548,14,175,8,-1,0,B
75,291,11,515,1,183,1,A
55,574,29,243,2,-1,0,B
47,1568,21,226,3,91,8,A
49,4772,18,157,3,-1,0,B
37,4017,30,665,2,196,1,A
37,3427,27,46,1,-1,0,B
32,3184,11,135,2,-1,0,B
58,673,29,28,4,-1,0,B
28,22,31,59,3,-1,0,B
50,0,30,199,1,205,1,B
60,2270,9,206,1,-1,0,B
34,381,29,83,1,262,1,B
39,33,29,593,4,-1,0,B
36,302,28,60,6,-1,0,B
53,-108,12,11,12,175,3,B
38,1314,29,156,2,-1,0,B
46,499,31,37,10,-1,0,B
38,730,20,19,5,328,8,B
53,185,8,1448,2,-1,0,A
28,251,7,754,1,-1,0,B
42,484,17,277,3,-1,0,B
36,616,12,156,3,-1,0,B
56,655,8,326,1,-1,0,B
31,917,27,100,9,-1,0,B
37,0,11,129,4,107,2,C
33,4902,20,110,1,-1,0,B
39,0,17,62,1,-1,0,B
36,2032,20,736,1,-1,0,A
43,223,11,200,4,-1,0,B
30,609,6,145,1,-1,0,B
30,3485,2,142,2,-1,0,B
50,380,29,492,1,-1,0,B
46,211,14,36,2,-1,0,B
33,0,21,675,1,-1,0,B
32,350,28,110,2,-1,0,B
59,0,15,237,4,-1,0,B
26,-82,4,23,2,-1,0,B
45,185,29,249,3,-1,0,B
51,986,30,143,2,-1,0,B
38,-113,17,141,1,323,3,B
46,6253,9,411,1,-1,0,B
37,1743,18,192,1,113,2,B
55,0,5,160,1,-1,0,B
54,19213,12,100,6,-1,0,B
38,1731,14,162,2,350,4,B
55,865,27,96,1,111,3,B
33,372,16,106,10,-1,0,B
29,-251,25,98,1,-1,0,B
45,-249,1,92,1,-1,0,B
27,282,9,676,5,-1,0,B
32,2326,20,62,3,-1,0,B
46,1596,8,417,2,-1,0,B
33,1630,21,111,1,-1,0,B
32,442,8,207,1,-1,0,B
33,467,21,494,2,-1,0,B
50,3608,13,176,2,197,2,A
44,1791,11,71,1,190,1,A
56,1694,21,793,10,-1,0,A
53,351,27,0,4,-1,0,B
26,17,15,86,2,367,2,B
51,26,5,79,1,-1,0,B
22,372,6,218,1,-1,0,A
31,338,28,155,1,-1,0,B
57,4722,18,121,2,-1,0,B
46,244,15,244,1,-1,0,B
41,177,11,117,2,-1,0,B
56,751,15,43,8,177,5,B
43,902,7,91,1,328,1,B
45,0,8,38,1,-1,0,B
31,181,30,325,1,-1,0,A
70,579,11,82,2,181,1,B
36,0,16,276,4,-1,0,B
22,967,4,525,1,-1,0,B
58,1241,18,194,2,-1,0,A
40,105,9,161,1,-1,0,B
71,951,7,83,1,-1,0,B
47,273,4,163,1,-1,0,B
38,86,6,218,1,-1,0,B
37,4565,4,369,1,-1,0,B
45,942,21,362,1,-1,0,B
54,1483,8,53,2,-1,0,B
37,623,26,267,2,-1,0,B
38,1448,20,415,1,-1,0,B
35,210,30,626,3,-1,0,B
27,1609,7,360,3,-1,0,B
53,329,29,69,2,-1,0,B
40,1598,6,1074,4,344,3,A
32,2507,2,215,1,-1,0,B
41,0,20,267,2,-1,0,B
35,51,14,824,2,-1,0,B
50,-333,30,208,2,-1,0,B
43,0,24,229,2,-1,0,B
38,8381,21,98,1,-1,0,B
25,1,12,24,12,-1,0,B
32,1522,23,302,3,-1,0,B
54,1439,15,809,3,-1,0,B
46,0,29,38,6,-1,0,B
57,1403,16,547,2,-1,0,B
49,130,30,139,2,-1,0,B
26,-236,7,459,1,-1,0,B
38,271,7,60,3,-1,0,B
33,2599,30,1373,2,-1,0,A
37,126,5,313,7,-1,0,B
57,490,18,70,5,-1,0,B
69,2398,12,161,1,186,1,B
59,2518,30,675,3,-1,0,A
42,555,5,449,2,-1,0,B
47,449,13,92,4,-1,0,B
45,1823,2,97,1,377,2,B
35,20,17,505,3,-1,0,B
36,20,24,62,5,-1,0,B
31,1222,20,532,1,-1,0,B
53,77,20,13,3,-1,0,B
46,739,23,250,1,-1,0,B
38,1016,6,74,2,167,4,B
31,1166,21,119,2,171,1,B
45,1433,14,117,1,-1,0,B
51,469,14,491,1,182,3,A
31,3,5,41,1,-1,0,B
42,1202,11,40,1,-1,0,B
59,2013,19,222,4,94,2,A
42,1263,6,114,2,-1,0,B
34,-89,12,209,1,-1,0,B
59,-47,27,84,4,-1,0,B
63,5112,13,2184,2,95,3,A
43,794,13,38,3,-1,0,B
37,-230,28,224,2,-1,0,B
47,1747,20,325,1,-1,0,B
46,212,29,515,3,-1,0,B
25,281,9,173,1,-1,0,B
32,710,5,683,2,-1,0,B
38,1437,21,100,11,-1,0,B
45,-158,29,340,1,-1,0,B
26,2170,3,317,1,-1,0,B
30,-208,13,108,1,-1,0,B
50,216,17,195,3,-1,0,B
26,609,28,112,1,-1,0,B
34,980,31,69,2,54,4,B
48,858,19,353,4,-1,0,B
45,1805,7,758,1,-1,0,B
58,-565,17,191,2,-1,0,B
47,1536,17,41,1,301,4,B
29,783,13,166,1,-1,0,B
23,1587,14,502,2,-1,0,B
47,0,8,297,1,-1,0,B
32,943,14,127,2,-1,0,B
56,12,8,226,1,-1,0,B
